Name,Brand,Description,Notes,Image URL,Description_clean,Notes_clean
Hisui (Jade) Eau de Parfum,J-Scent,"A scent that evokes images of the mysterious green and white colors of Jade, the national stone of Japan.This perfume expresses the beautiful color of jade by combining the blooming green notes of mandarins, orange flower and cassis, with the smooth touch of white flower and white musk. What We Think Green, fresh, and vibrant, but a smooth floral heart smooths the rough edges for a luminous sophistication.","bergamot, lemon, mandarin, cassis, tuberose, jasmine, muguet, ylang-ylang, orange flower, musk, amber, sandalwood, patchouli, oakmoss",https://static.luckyscent.com/images/products/814012.jpg?width=400&404=product.png,scent evokes images mysterious green white colors jade national stone japan perfume expresses beautiful color jade combining blooming green notes mandarins orange flower cassis smooth touch white flower white musk think green fresh vibrant smooth floral heart smooths rough edges luminous sophistication,"bergamot, lemon, mandarin, cassis, tuberose, jasmine, muguet, ylang-ylang, orange flower, musk, amber, sandalwood, patchouli, oakmoss"
Shaft of Light Eau de Parfum,J-Scent,"This scent symbolizes the power of life that comes from a shaft of light from the heavens onto the trees.The light showers down upon grapefruit and lemon trees, and creamy white flowers like magnolias and gardenias. This perfume's warm tones of sandalwood, patchouli, and oakmoss remind us of nature's power of life. What We Think Warm, gentle citrus and clean, musky florals make this fun, fresh scent a perfect ray of sunshine for everyday wear.","bergamot, lemon, grapefruit, orange flower, rose, jasmine, muguet, lily, magnolia, gardenia, musk, amber, sandalwood, patchouli, vanilla, oakmoss",https://static.luckyscent.com/images/products/814013.jpg?width=400&404=product.png,scent symbolizes power life comes shaft light heavens onto trees light showers upon grapefruit lemon trees creamy white flowers like magnolias gardenias perfume's warm tones sandalwood patchouli oakmoss remind us nature's power life think warm gentle citrus clean musky florals make fun fresh scent perfect ray sunshine everyday wear,"bergamot, lemon, grapefruit, orange flower, rose, jasmine, muguet, lily, magnolia, gardenia, musk, amber, sandalwood, patchouli, vanilla, oakmoss"
Usubeni (Rosy Cheeks) Eau de Parfum,J-Scent,"A scent that feels like a warm embrace gently wafting across your rosy cheeks.This scent starts off with a fruitiness laced with a lingering scent of green notes and apricot shampoo. This perfume evokes a touch of gentle feminine warmth with a familiar yet sultry harmony of musk, osmanthus, and sandalwood, all the while exuding a warm flower scent of lilies and gardenias. What We Think A youthfully fruity feminine floral with fresh green vibes, Usubeni feels like a fragrance for any age from 4 to 104.","mandarin, leaf green, apricot, ylang-ylang, lily, carnation, gardenia, orange flower, osmanthus, jasmine, musk, sadalwood, peach",https://static.luckyscent.com/images/products/814014.jpg?width=400&404=product.png,scent feels like warm embrace gently wafting across rosy cheeks scent starts fruitiness laced lingering scent green notes apricot shampoo perfume evokes touch gentle feminine warmth familiar yet sultry harmony musk osmanthus sandalwood exuding warm flower scent lilies gardenias think youthfully fruity feminine floral fresh green vibes usubeni feels like fragrance age,"mandarin, leaf green, apricot, ylang-ylang, lily, carnation, gardenia, orange flower, osmanthus, jasmine, musk, sadalwood, peach"
Black Leather Eau de Parfum,J-Scent,"The scent of aging, smoky black leather, evoking a sense of melancholy.
Opening with leather top-notes laced with hints of bergamot, this scent is filled with romance from the black leather touch that gives a sense of melancholy, to the unexpectedly captivating sexy nuances of jasmine flower and the lingering scent of smoke. What We Think Smoky, musky leather that feels both sexy and refined, this is probably the edgiest scent in the lineup while still perfectly appropriate for everyday wear.","leather, bergamot, tobacco, jasmine, oakmoss, amber, musk, vanilla",https://static.luckyscent.com/images/products/814015.jpg?width=400&404=product.png,scent aging smoky black leather evoking sense melancholy opening leather top notes laced hints bergamot scent filled romance black leather touch gives sense melancholy unexpectedly captivating sexy nuances jasmine flower lingering scent smoke think smoky musky leather feels sexy refined probably edgiest scent lineup still perfectly appropriate everyday wear,"leather, bergamot, tobacco, jasmine, oakmoss, amber, musk, vanilla"
Yuzu Eau de Parfum,J-Scent,"A refreshing scent of the Japanese citrus fruit Yuzu and thyme. A fine citrus accord of bergamot and orange with the distinguishing presence of yuzu and thyme. Yuzu adds to the perfume a bittersweet accent. The lustrous aroma of Japanese citrus yuzu is sensuously fresh and elegantly sweet. What We Think This deliciously crisp, mouthwatering, impressively long-lasting citrus scent is the perfect balance of sweet and tart with a sophisticated twist of thyme.","lemon, bergamot, orange, thyme, grapefruit, lime, yuzu, rose, mandarin",https://static.luckyscent.com/images/products/814007.jpg?width=400&404=product.png,refreshing scent japanese citrus fruit yuzu thyme fine citrus accord bergamot orange distinguishing presence yuzu thyme yuzu adds perfume bittersweet accent lustrous aroma japanese citrus yuzu sensuously fresh elegantly sweet think deliciously crisp mouthwatering impressively long lasting citrus scent perfect balance sweet tart sophisticated twist thyme,"lemon, bergamot, orange, thyme, grapefruit, lime, yuzu, rose, mandarin"
Sumo Wrestler Eau de Parfum,J-Scent,"The scent of bintsuke (hair oil) subtly floating from dignified sumo wrestlers. Eucalyptus and anise give this perfume an aromatic scent, and the notes of violet and heliotrope flowers creates a powdery scent, which is the characteristic of bintsuke. Last notes, musk and the combination of patchouli and sandalwood arrive. This scent represents the power and grace of a sumo wrestler, combined with a gentle, incense-like warmth. What We Think A warm-but-fresh combination of aromatic, sweet floral, and lightly powdery wood notes gives this dynamic scent the feel of a barbershop masculine through an eastern lens.","orange, eucalyptus, anise, cinnamon, heliotrope, violet, orange flower, labdanum, sandalwood, patchouli, jasmine",https://static.luckyscent.com/images/products/814008.jpg?width=400&404=product.png,scent bintsuke hair oil subtly floating dignified sumo wrestlers eucalyptus anise give perfume aromatic scent notes violet heliotrope flowers creates powdery scent characteristic bintsuke last notes musk combination patchouli sandalwood arrive scent represents power grace sumo wrestler combined gentle incense like warmth think warm fresh combination aromatic sweet floral lightly powdery wood notes gives dynamic scent feel barbershop masculine eastern lens,"orange, eucalyptus, anise, cinnamon, heliotrope, violet, orange flower, labdanum, sandalwood, patchouli, jasmine"
Yawahada (Soft Skin) Eau de Parfum,J-Scent,"A sensual scent that uses Yasunari Kawabata's novel, ""The House of the Sleeping Beauties"" as its motif. Refreshing notes of fruit appeals to the nose then the soft sweetness of milk and rice powder touches your senses. The smooth aroma of sandalwood and musk warms your body. This perfume will take you to a dreamy world where you can forget about your daily life, remember the past and daydream. What We Think A perfectly gorgeous skin musk, Yawahada projects a subtle, yet powerful aura of clean sexiness. It's your skin, only better.","pear, green note, milk, rice powder, rose, jasmine, musk, sandalwood, amber",https://static.luckyscent.com/images/products/814009.jpg?width=400&404=product.png,sensual scent uses yasunari kawabata's novel house sleeping beauties motif refreshing notes fruit appeals nose soft sweetness milk rice powder touches senses smooth aroma sandalwood musk warms body perfume take dreamy world forget daily life remember past daydream think perfectly gorgeous skin musk yawahada projects subtle yet powerful aura clean sexiness skin better,"pear, green note, milk, rice powder, rose, jasmine, musk, sandalwood, amber"
Honey & Lemon Eau de Parfum,J-Scent,"The pure scent of melty tasty honey and fresh lemon.This perfume starts with a fresh and simple scent of lemon, which is harmoniously blended with undernotes of rose and jasmine. The nostalgic and bittersweet fragrance brings a heartwarming purity wrapped in a gently sweet base of honey. What We Think An everyday combination presented with distinction- the lemon is bright, clear, and fresh, and the honey is sweet, soft, and balsamic. If you love citrus but are looking for something more relaxing than energizing, Honey & Lemon is a perfect choice.","lemon, orange, peach, rose, jasmine, musk, sandalwood, honey note",https://static.luckyscent.com/images/products/814010.jpg?width=400&404=product.png,pure scent melty tasty honey fresh lemon perfume starts fresh simple scent lemon harmoniously blended undernotes rose jasmine nostalgic bittersweet fragrance brings heartwarming purity wrapped gently sweet base honey think everyday combination presented distinction lemon bright clear fresh honey sweet soft balsamic love citrus looking something relaxing energizing honey lemon perfect choice,"lemon, orange, peach, rose, jasmine, musk, sandalwood, honey note"
Roasted Green Tea Eau de Parfum,J-Scent,"The aroma of premium roasted tea leaves when brewed. Featuring a quality Hojicha tea, known for its fine aroma of roasted tea leaves when brewed and its reddish-brown color, giving this perfume a profound yet subtle scent that will gently comfort your senses. What We Think Fresh, smooth, and, while never loud, rich with the robust, nutty aroma of real roasted tea. A unique and delectable fragrance for tea lovers.","coconut, peanut, jasmine, mint, winter green, iris, cedarwood, vanilla, clover",https://static.luckyscent.com/images/products/814000.jpg?width=400&404=product.png,aroma premium roasted tea leaves brewed featuring quality hojicha tea known fine aroma roasted tea leaves brewed reddish brown color giving perfume profound yet subtle scent gently comfort senses think fresh smooth never loud rich robust nutty aroma real roasted tea unique delectable fragrance tea lovers,"coconut, peanut, jasmine, mint, winter green, iris, cedarwood, vanilla, clover"
Agarwood Eau de Parfum,J-Scent,"A sophisticated, elegant, and precious scent. When the refreshing scent of orange peels combines with cinnamon spice, a slight sweetness arises adding depth to the flavor. Blending it with woody amber gives it a modern and elegant finish, creating a rather mysterious allure. What We Think Despite the name, this blend of gently spiced cedar and sandalwood primarily evokes the smooth woodsiness of Japanese hinoki. A contemplative, clean woods scent.","orange peel, cinnamon, cedarwood, vetiver, sandalwood, amber, musk, patchouli",https://static.luckyscent.com/images/products/814001.jpg?width=400&404=product.png,sophisticated elegant precious scent refreshing scent orange peels combines cinnamon spice slight sweetness arises adding depth flavor blending woody amber gives modern elegant finish creating rather mysterious allure think despite name blend gently spiced cedar sandalwood primarily evokes smooth woodsiness japanese hinoki contemplative clean woods scent,"orange peel, cinnamon, cedarwood, vetiver, sandalwood, amber, musk, patchouli"
Rakugan (Sugar Sweets) Eau de Parfum,J-Scent,"A scent that reminds you of fine, delicate Japanese sweets. The flavor of Rakugan resembles the mellowness of brown raw sugar but the fresh clean aftertaste and elegance is what makes Rakugan so unique. The balsamic note of this fragrance is soft and sweet like honey. What We Think The warm, sweet, distinctively balsamic sugariness of this scent is a guaranteed mood improver with enough complexity to be surprisingly sensual on the right person.","apricot, apple, strawberry, maple, rose, benzoin, peach, vanilla, tonka bean, cedar wood, iris",https://static.luckyscent.com/images/products/814002.jpg?width=400&404=product.png,scent reminds fine delicate japanese sweets flavor rakugan resembles mellowness brown raw sugar fresh clean aftertaste elegance makes rakugan unique balsamic note fragrance soft sweet like honey think warm sweet distinctively balsamic sugariness scent guaranteed mood improver enough complexity surprisingly sensual right person,"apricot, apple, strawberry, maple, rose, benzoin, peach, vanilla, tonka bean, cedar wood, iris"
Hanamizake (Cherry Blossom Sake) Eau de Parfum,J-Scent,"The beautiful but ephemeral scent of cherry blossom petals fluttering down into a sake cup. This perfume starts with the fruity and flamboyant scent of the highest quality Japanese sake, then the sweet scent of cherry blossoms wraps around your senses like petals dancing in a breeze. The evanescent aroma fades away, leaving the intoxicating sense of high quality musk. What We Think Inspired by the Japanese tradition of festive dining and drinking under the blooming cherry trees, this delightful scent combines gentle notes of fruity booze with smooth, fresh cherry blossom to keep you smelling fresh all day long.","ginjo-ka, pear, apple, raspberry, green note, cherry blossom, rose, muguet, musk, cedarwood",https://static.luckyscent.com/images/products/814003.jpg?width=400&404=product.png,beautiful ephemeral scent cherry blossom petals fluttering sake cup perfume starts fruity flamboyant scent highest quality japanese sake sweet scent cherry blossoms wraps around senses like petals dancing breeze evanescent aroma fades away leaving intoxicating sense high quality musk think inspired japanese tradition festive dining drinking blooming cherry trees delightful scent combines gentle notes fruity booze smooth fresh cherry blossom keep smelling fresh day long,"ginjo-ka, pear, apple, raspberry, green note, cherry blossom, rose, muguet, musk, cedarwood"
Paper Soap Eau de Parfum,J-Scent,"A nostalgic scent with a fresh feel and creamy sweetness. You will first smell the freshness of lavender and aldehyde, then combined with the sweetness of rose, jasmine, and lily of the valley, they will harmonize with a gentle musk, which will open the gate to nostalgic memories. What We Think The most perfectly clean, white bar of Ivory soap you can imagine. Just out of the shower freshness that lasts for hours.","aldehyde, rose, geranium, muguet, lavender, musk, jasmine",https://static.luckyscent.com/images/products/814004.jpg?width=400&404=product.png,nostalgic scent fresh feel creamy sweetness first smell freshness lavender aldehyde combined sweetness rose jasmine lily valley harmonize gentle musk open gate nostalgic memories think perfectly clean white bar ivory soap imagine shower freshness lasts hours,"aldehyde, rose, geranium, muguet, lavender, musk, jasmine"
Hydrangea Eau de Parfum,J-Scent,"The scent of clean and beautiful Hydrangea on a rainy afternoon. Hyacinth and violet meet the fresh floral scent of jasmine and iris, combined with a hint of cedarwood's undertone. This fragrance evokes the scene of quietly appreciating Hydrangea blooming in drizzling rain. What We Think A full-bodied yet fresh and cool jasmine-forward white floral- lush and naturalistic.","violet, leaf green, hyacinth, jasmine, rose, iris, muguet, cedarwood, musk",https://static.luckyscent.com/images/products/814005.jpg?width=400&404=product.png,scent clean beautiful hydrangea rainy afternoon hyacinth violet meet fresh floral scent jasmine iris combined hint cedarwood's undertone fragrance evokes scene quietly appreciating hydrangea blooming drizzling rain think full bodied yet fresh cool jasmine forward white floral lush naturalistic,"violet, leaf green, hyacinth, jasmine, rose, iris, muguet, cedarwood, musk"
Elixir Pour Femme Extrait de Parfum,Roja Parfums,"While Roja Dove's reputation as the king of fine fragrance comes from his ability to create scents that conjure the bygone glory of pre-regulation grandeur, he's no less adept at delivering sleeker scents that still hum with high-end luxury. Elixir Pour Femme, a smoothly soft, sweet, fruit-infused stunner that exudes Roja's signature richness with a decidedly fresher, more modern profile. Elixir's signature interplay between fresh and lush is evident from the very beginning, as a bergamot brightness merely sets the tone for a dynamic bouquet featuring lily of the valley, rose, ylang, and heliotrope, sweetened with mouthwatering notes of raspberry and peach. Gently spiced woods add warmth and depth alongside vanilla and an exquisite, buttery orris, while a smooth blend of premium musks and ambrette radiate sensuality. Taken as a whole, the impressive array of notes feels agile, sexy, and fashion-forward. Elixir isn't your grandmother's Roja Dove scent- but we think even she'd agree you smell fabulous.","bergamot, lily of the valley, geranium, rose de mai, jasmine, ylang-ylang, heliotrope, violet, raspberry, peach, violet leaf, cinnamon, cedar, cashmere wood, sandalwood, vanilla, orris, cedar, ambrette, musk",https://static.luckyscent.com/images/products/74852.jpg?width=400&404=product.png,roja dove's reputation king fine fragrance comes ability create scents conjure bygone glory pre regulation grandeur he's less adept delivering sleeker scents still hum high end luxury elixir pour femme smoothly soft sweet fruit infused stunner exudes roja's signature richness decidedly fresher modern profile elixir's signature interplay fresh lush evident beginning bergamot brightness merely sets tone dynamic bouquet featuring lily valley rose ylang heliotrope sweetened mouthwatering notes raspberry peach gently spiced woods add warmth depth alongside vanilla exquisite buttery orris smooth blend premium musks ambrette radiate sensuality taken whole impressive array notes feels agile sexy fashion forward elixir grandmother's roja dove scent think even she'd agree smell fabulous,"bergamot, lily valley, geranium, rose de mai, jasmine, ylang-ylang, heliotrope, violet, raspberry, peach, violet leaf, cinnamon, cedar, cashmere wood, sandalwood, vanilla, orris, cedar, ambrette, musk"
Cuir Mauresque Eau de Parfum,Serge Lutens,"Each release of Serge Lutens' Palais-Royale exclusives into the export line is an eagerly awaited event and with this season's Cuir Mauresque, aficionados will, at last, be able to revel in the definitive Oriental leather, in the line of Caron's mythical Tabac Blond with spices added.
This isn't the tough, rawhide pungency rising from Marrakech tanneries, but the smoothest, fatty-rich leather rubbed in flowers and a sweet spice blend of cinnamon, nutmeg, cumin and clove infused with the fragrant smoke of incense and myrrh rising from censers. Sweetened by orange blossom, mandarin peel and amber, Cuir Mauresque gives off a tawny, ember-like glow. The leather accord itself is produced by burnt styrax, a balsamic material with tarry, animalic facets; clove, incense and aloe wood add a dark, burnt edginess to the accord, while civet pulls it towards the animal.
With its spiced dried fruit accord, resins and white flowers, Cuir Mauresque, originally launched in 1996, is perhaps the quintessential Lutens: the master himself has gone on record saying he doused himself in on the rare occasions when he goes out. And considering the choice he's got, that's saying quite a lot. What We Think Spicy, powdery, and animalic, this is a delightfully sexy secret weapon of a fragrance.","amber, myrrh, burnt styrax, incense, cinnamon, aloe wood, cedar, civet, nutmeg, clove, cumin, musk, mandarin peel, orange blossom",https://static.luckyscent.com/images/products/36140.jpg?width=400&404=product.png,release serge lutens' palais royale exclusives export line eagerly awaited event season's cuir mauresque aficionados last able revel definitive oriental leather line caron's mythical tabac blond spices added tough rawhide pungency rising marrakech tanneries smoothest fatty rich leather rubbed flowers sweet spice blend cinnamon nutmeg cumin clove infused fragrant smoke incense myrrh rising censers sweetened orange blossom mandarin peel amber cuir mauresque gives tawny ember like glow leather accord produced burnt styrax balsamic material tarry animalic facets clove incense aloe wood add dark burnt edginess accord civet pulls towards animal spiced dried fruit accord resins white flowers cuir mauresque originally launched perhaps quintessential lutens master gone record saying doused rare occasions goes considering choice he's got that's saying quite lot think spicy powdery animalic delightfully sexy secret weapon fragrance,"amber, myrrh, burnt styrax, incense, cinnamon, aloe wood, cedar, civet, nutmeg, clove, cumin, musk, mandarin peel, orange blossom"
Chene Eau de Parfum,Serge Lutens,"If you thought the oak, beeswax and rum notes would take you in Uncle Serge's secret Western-style den â the one with the polished heirloom furniture where he trades mint tea for a tipple â you'd be very much mistaken... Chene is quintessentially Lutens: dried fruit, spices and wood.
In Chene (French for oak), each note seems to mesh with the others to create a flammable mixture drenched in woody saps and resins... The fruity booziness of the oak, rum and immortelle segues, through the latter's tobacco and honey notes, into the beeswax and tonka bean. The smokiness of the tonka bean echoes that of the birch tar and oak. The bone-dry, pencil-shavings cedar is suffused with the aromatic camphor of the black thyme and the underlying bitterness of the oak tannins is nestled in an undergrowth note which chypre aficionados will recognize as... oak moss. In fact, Chene is probably the closest Serge Lutens and Christopher Sheldrake have come to composing an aromatic leather chypre, in their trademark oriental-style. What We Think Rich, woodsy, and delightfully long lasting, this is a masterpiece for any cedar lovers.","cedar crystals, wood sap, black thyme, oak, immortelle, beeswax, silver birch, rum absolute tonka bean",https://static.luckyscent.com/images/products/36129.jpg?width=400&404=product.png,thought oak beeswax rum notes would take uncle serge's secret western style den one polished heirloom furniture trades mint tea tipple much mistaken chene quintessentially lutens dried fruit spices wood chene french oak note seems mesh others create flammable mixture drenched woody saps resins fruity booziness oak rum immortelle segues latter's tobacco honey notes beeswax tonka bean smokiness tonka bean echoes birch tar oak bone dry pencil shavings cedar suffused aromatic camphor black thyme underlying bitterness oak tannins nestled undergrowth note chypre aficionados recognize oak moss fact chene probably closest serge lutens christopher sheldrake come composing aromatic leather chypre trademark oriental style think rich woodsy delightfully long lasting masterpiece cedar lovers,"cedar crystals, wood sap, black thyme, oak, immortelle, beeswax, silver birch, rum absolute tonka bean"
Fumerie Turque Eau de Parfum,Serge Lutens,"An eagerly-awaited inclusion in the exports line (aren't they all?), Fumerie Turque evocatively weaves references to the honeyed tobaccos smoked in the seraglios of the Ottoman empire and the exotic cigarettes flaunted by the Garconnes in the gender-bending 1920s. It can't be too much of a stretch to envision Fumerie Turque as Serge Lutens' tribute to Caron's trailblazing Tabac Blond, albeit with his trademark Oriental twist.
Smokey wisps of honeyed, fruity tobacco rise from a smooth, vanilla-flavored blend of tonka bean, styrax and Peru balsam, conjuring lazy winter afternoons smoking a hookah and nibbling rose-scented Turkish delights in a leather-paneled room. The rich, floral, faintly animal odor of beeswax rises from floors strewn with ornate rugs and polished daybeds. The scent of late-blooming jasmine wafts up from the palace gardens. Through the intricate wooden lace of a musharabieh, the Bosphorus glints in the sunset. Intoxicating and comforting, Fumerie Turque is the ultimate Orientalist reverie in a bottle. Succumb. What We Think Sweet, fresh pipe tobacco with surprisingly lush florals- a truly romantic unisex tobacco scent.","corinthian raisins, white honey, candied rose, jasmine, smoked leather, beeswax, balkan tobacco, balsam, patchouli, tonka bean, styrax, juniper tar oil",https://static.luckyscent.com/images/products/36130.jpg?width=400&404=product.png,eagerly awaited inclusion exports line fumerie turque evocatively weaves references honeyed tobaccos smoked seraglios ottoman empire exotic cigarettes flaunted garconnes gender bending can't much stretch envision fumerie turque serge lutens' tribute caron's trailblazing tabac blond albeit trademark oriental twist smokey wisps honeyed fruity tobacco rise smooth vanilla flavored blend tonka bean styrax peru balsam conjuring lazy winter afternoons smoking hookah nibbling rose scented turkish delights leather paneled room rich floral faintly animal odor beeswax rises floors strewn ornate rugs polished daybeds scent late blooming jasmine wafts palace gardens intricate wooden lace musharabieh bosphorus glints sunset intoxicating comforting fumerie turque ultimate orientalist reverie bottle succumb think sweet fresh pipe tobacco surprisingly lush florals truly romantic unisex tobacco scent,"corinthian raisins, white honey, candied rose, jasmine, smoked leather, beeswax, balkan tobacco, balsam, patchouli, tonka bean, styrax, juniper tar oil"
Muscs Koublai Khan Eau de Parfum,Serge Lutens,"Musk, highly evocative of the most extraordinary scents imaginable; China, precious gold, opium dens. Refinement, cruelty... senses complex in their contradictions.
Koublai Khan, the Great Mongol ruler, Emperor of China. This Son of Heaven had a hill raised in the grounds of his palace, on top of which stood a lacquer and jade contemplation pavilion. The mound was planted with rare trees, kept green whatever the season. The ground was covered with glistening malachite and lapis lazuli particles... a coating of crystal. Muscs Koublai Khan a sensual, undulating aura. An animalesque scent. What We Think A cult classic of the animalic musk genre, MKK returns to Luckyscent with every bit of the rich, seductive growl it made its name with. Almost unbelievably sexy.","vegetal musk, roots costus, labdanum rockrose, grey amber, vanilla, patchouli, ambrette seeds, pure rose",https://static.luckyscent.com/images/products/36136.jpg?width=400&404=product.png,musk highly evocative extraordinary scents imaginable china precious gold opium dens refinement cruelty senses complex contradictions koublai khan great mongol ruler emperor china son heaven hill raised grounds palace top stood lacquer jade contemplation pavilion mound planted rare trees kept green whatever season ground covered glistening malachite lapis lazuli particles coating crystal muscs koublai khan sensual undulating aura animalesque scent think cult classic animalic musk genre mkk returns luckyscent every bit rich seductive growl made name almost unbelievably sexy,"vegetal musk, roots costus, labdanum rockrose, grey amber, vanilla, patchouli, ambrette seeds, pure rose"
Tubereuse Criminelle Eau de Parfum,Serge Lutens,"At last, Serge Lutens' mythical Tubereuse Criminelle makes a break from the Palais Royal in this season's limited edition!
Its surprisingly addictive minty-camphoraceous top notes are due to the Tiger Balm-ish smell of methyl salicylate, a molecule naturally present in the tuberose... Instead of taming their fierceness, Serge Lutens asked the perfumer Christopher Sheldrake to unleash it. But after this olfactory assault, the tuberose opens up its creamy heart, made richer still with its white floral sisters jasmine and orange blossom, contrasted with the green-rosy, indolic notes of hyacinth. A rich oriental base anchors it to the skin, the styrax underlining the almost leathery undertones of the tuberose, nutmeg and clove boosting its slow burn...
Thus, the diva of the garden lives up to her reputation: first a slap, then a kiss... The rest, we'll leave entirely up to you. What We Think A dynamically minty take on tuberose for all the camphor lovers out there.","tuberose, jasmine, orange blossom, hyacinth, nutmeg, clove, styrax, musk, vanilla",https://static.luckyscent.com/images/products/36151.jpg?width=400&404=product.png,last serge lutens' mythical tubereuse criminelle makes break palais royal season's limited edition surprisingly addictive minty camphoraceous top notes due tiger balm ish smell methyl salicylate molecule naturally present tuberose instead taming fierceness serge lutens asked perfumer christopher sheldrake unleash olfactory assault tuberose opens creamy heart made richer still white floral sisters jasmine orange blossom contrasted green rosy indolic notes hyacinth rich oriental base anchors skin styrax underlining almost leathery undertones tuberose nutmeg clove boosting slow burn thus diva garden lives reputation first slap kiss rest we'll leave entirely think dynamically minty take tuberose camphor lovers,"tuberose, jasmine, orange blossom, hyacinth, nutmeg, clove, styrax, musk, vanilla"
Serge Noire Eau de Parfum - ...,Serge Lutens,"A phoenix, the mythical bird of legend burns at the height of its splendour before emerging triumphant, reborn from the ashes in a choreography of flame, conjuring the shapes of yesterday in a dance of ashes. The swirls of oriental grey enrich the twilight with depth and intensity while windswept memories hint at the beauty of transformation.
An ode to everlasting beauty under cover of night's rich plumage. What We Think This enchantingly spicy and dark stunner is perfect for men or women who love cinnamon and clove (both feature players here) but don't want to smell like dessert.","patchouli, cinnamon, amber black woods",https://static.luckyscent.com/images/products/36122.jpg?width=400&404=product.png,phoenix mythical bird legend burns height splendour emerging triumphant reborn ashes choreography flame conjuring shapes yesterday dance ashes swirls oriental grey enrich twilight depth intensity windswept memories hint beauty transformation ode everlasting beauty cover night's rich plumage think enchantingly spicy dark stunner perfect men women love cinnamon clove feature players want smell like dessert,"patchouli, cinnamon, amber black woods"
Louve Eau de Parfum - ...,Serge Lutens,"The newest Lutens creation, Louve, is the softest, gentlest, perhaps the most loveable of the entire line. It is a lunar scent, quiet and tranquil...tender like baby's breath, soft like the white fur of a mythical She-Wolf...The almond and rose petals accord, the center of the composition, is bound to satisfy the cravings of those who love loukhoum-inspired scents. Those who tend to avoid gourmand compositions because of their overwhelming sweetness, should, however, give Louve a serious try. This understated, only subtly sweet, sublimely elegant blend will change your mind. The slight powderiness of vanilla and amber, combined with the floral heart, gives Louve an enchantingly retro feel, making us think of expensive lipsticks of the days past, of the finest of face powders and of utter refinement. Chic and delicious...what more could you want from a fragrance! What We Think More fresh almond than most scents with the rose-almond-vanilla combination, this classic still feels romantic, youthful, and fun.","almond, rose petals, fruity notes, jasmine petals, amber, musk vanilla powder",https://static.luckyscent.com/images/products/36120.jpg?width=400&404=product.png,newest lutens creation louve softest gentlest perhaps loveable entire line lunar scent quiet tranquil tender like baby's breath soft like white fur mythical wolf almond rose petals accord center composition bound satisfy cravings love loukhoum inspired scents tend avoid gourmand compositions overwhelming sweetness however give louve serious try understated subtly sweet sublimely elegant blend change mind slight powderiness vanilla amber combined floral heart gives louve enchantingly retro feel making us think expensive lipsticks days past finest face powders utter refinement chic delicious could want fragrance think fresh almond scents rose almond vanilla combination classic still feels romantic youthful fun,"almond, rose petals, fruity notes, jasmine petals, amber, musk vanilla powder"
De Profundis Eau de Parfum,Serge Lutens,"From the depths, I have cried out to you, O Lord! Inspired in part by Psalm 130, De Profundis is a love poem to resurrection, both of the soul and of nature. This fragrance opens on a thrilling note of new plant growth pushing rudely through wet soil, ripping its way into the weak sunshine. A haze of violets, chrysanthemums, muguet, and hyacinth chills the wearer like a dawn mist, creating a floral harmony so beautiful and so delicate that one is afraid it will collapse at any moment.
It doesn't. The metallic, green, and watery aromas of emerging plant life are grounded by the earthier, velvety notes of soil and violet petals. The end result is a perfume that manages to suggest new life while remaining ever so slightly wistful and melancholic in tone. In the base, the ethereal florals are wreathed in smoke, incense, and earth, a reminder of our own eventual return to the ground.
Serge Lutens' exclusive Palais Royal line is now available in a travel atomizer set that includes a metal case, two 30ml refills (for a total of 60ml of juice), and a funnel. What We Think A wonderfully fresh, bright, green floral- you can practically smell the dew on the chrysanthemum blooms.","chrysanthemum, violets, green notes, earthy notes, ash, musk",https://static.luckyscent.com/images/products/36159.jpg?width=400&404=product.png,depths cried lord inspired part psalm de profundis love poem resurrection soul nature fragrance opens thrilling note new plant growth pushing rudely wet soil ripping way weak sunshine haze violets chrysanthemums muguet hyacinth chills wearer like dawn mist creating floral harmony beautiful delicate one afraid collapse moment metallic green watery aromas emerging plant life grounded earthier velvety notes soil violet petals end result perfume manages suggest new life remaining ever slightly wistful melancholic tone base ethereal florals wreathed smoke incense earth reminder eventual return ground serge lutens' exclusive palais royal line available travel atomizer set includes metal case two ml refills total ml juice funnel think wonderfully fresh bright green floral practically smell dew chrysanthemum blooms,"chrysanthemum, violets, green notes, earthy notes, ash, musk"
